time;Intake temp.;Throttle pos.;Electric fan speed;Injection time;Speed;Radiator coolant outlet temp.;Knock sensor #1;Knock sensor #2;Lambda #1 integrator ;Lambda #2 integrator;Engine load;Idle speed controller;Idle speed duty cycle;Air mass;Lambda #2 post-cat heating;Lambda #1 post-cat heating;Lambda #1 pre-cat heating;Lambda #2 pre-cat heating;Motor RPM;Motor temp.;Oil temp.;Lambda #1 integrator;Lambda #2 integrator;Battery voltage;Ignition angle
92262;36;0;0;1.348;0;96;0.6;0.48;0.994788;0.980918;68.2954;0.375396;47.1564;28.5;0;0;58.59;58.59;2318;97.5;107.24;-0.521167;-1.90821;13.8666;-3.75
92422;36.75;0;0;1.348;0;96;0.62;0.5;0.994788;0.980918;68.0623;0.375396;47.1748;28.25;0;0;59.7618;59.7618;2305;97.5;107.24;-0.521167;-1.90821;13.8666;-3.75
92581;36.75;0;0;1.348;0;96;0.62;0.52;0.994788;0.980918;69.482;0.375396;46.3431;28.25;0;0;59.7618;59.7618;2258;97.5;107.24;-0.521167;-1.90821;13.8666;-4.125
92739;36.75;0;0;1.344;0;96;0.6;0.5;0.994788;0.980918;68.592;0.375396;45.9356;27.5;0;0;59.7618;59.7618;2227;97.5;107.24;-0.521167;-1.90821;13.8666;-4.5
92899;36.75;0;0;1.34;0;96;0.6;0.5;0.994788;0.980918;67.3418;0.375396;45.9524;26.75;0;0;59.7618;59.7618;2206;97.5;107.24;-0.521167;-1.90821;13.8666;-4.875
93058;36.75;0;0;1.34;0;96;0.58;0.48;0.994788;0.980918;66.6002;0.375396;45.1467;26;0;0;59.7618;59.7618;2168;96.75;107.24;-0.521167;-1.90821;13.8666;-5.25
93217;36.75;0;0;1.328;0;96;0.58;0.46;0.994788;0.980918;67.7868;0.375396;45.1543;26.25;0;0;59.7618;59.7618;2151;96.75;107.24;-0.521167;-1.90821;13.8666;-5.25
93375;37.5;0;0;1.328;0;96;0.54;0.46;0.994788;0.980918;66.3247;0.375396;44.7698;25.5;0;0;60.9336;60.9336;2135;96.75;107.24;-0.521167;-1.90821;13.8666;-5.25
93548;37.5;0;0;1.336;0;96;0.54;0.44;0.994788;0.980918;68.253;0.375396;44.0114;25.5;0;0;60.9336;60.9336;2075;96.75;107.24;-0.521167;-1.90821;13.8666;-6
93706;37.5;0;0;1.332;0;96;0.52;0.4;0.994788;0.980918;66.4306;0.375396;44.0343;24.75;0;0;60.9336;60.9336;2069;96.75;107.24;-0.521167;-1.90821;13.8666;-6
93865;37.5;0;0;1.332;0;96;0.52;0.38;0.994788;0.980918;67.2571;0.375396;43.6695;24.5;0;0;60.9336;60.9336;2023;96.75;107.24;-0.521167;-1.90821;13.8666;-6.375
94024;37.5;0;0;1.348;0;96;0.52;0.38;0.994788;0.980918;68.253;0.375396;43.2362;24.25;0;0;60.9336;60.9336;1973;96.75;107.24;-0.521167;-1.90821;13.8666;-6.75
94183;37.5;0;0;1.428;0;96;0.5;0.38;0.994788;0.980918;72.3215;0.375396;40.0346;22.75;0;0;60.9336;60.9336;1747;96.75;107.24;-0.521167;-1.90821;13.7646;-9
94342;37.5;0;0;1.52;0;96;0.46;0.38;0.994788;0.980918;73.1267;0.375396;36.2089;20;0;0;60.9336;60.9336;1519;96.75;107.24;-0.521167;-1.90821;13.6626;-10.5
94501;38.25;0;0;1.468;0;95.25;0.44;0.38;0.997672;0.984122;67.1935;0.088508;33.0226;15.75;0;0;61.7148;61.7148;1302;96.75;107.24;-0.232772;-1.58777;13.3568;-11.25
94660;38.25;0;0;1.532;0;95.25;0.4;0.36;1.00211;0.988563;79.9075;0.561568;35.0278;16;0;0;61.7148;61.7148;1112;96.75;107.24;0.211265;-1.14373;13.0509;1.5
94820;38.25;0;0;1.636;0;95.25;0.4;0.36;1.00577;0.992225;86.7942;0.384552;35.1423;16.25;0;0;61.7148;61.7148;1040;96.75;107.24;0.577481;-0.777518;12.9489;5.25
94979;38.25;0;0;1.824;0;95.25;0.38;0.32;1.00944;0.995887;98.258;2.48128;37.0131;17;0;0;61.7148;61.7148;961;96;107.24;0.943697;-0.411302;12.847;7.5
95138;38.25;0;0;1.996;0;95.25;0.36;0.3;1.0131;0.999549;106.925;4.77943;39.2533;17.75;0;0;61.7148;61.7148;922;96;107.24;1.30991;-0.0450858;12.847;9
95297;38.25;0;0;2.232;0;95.25;0.34;0.3;1.0169;1.00335;112.582;4.67872;39.1099;18.75;0;0;61.7148;61.7148;925;96;107.24;1.68986;0.334863;12.847;9.75
95457;38.25;0;0;2.364;0;95.25;0.32;0.28;1.02129;1.00774;110.781;4.26975;37.6892;18.75;0;0;61.7148;61.7148;940;96;107.24;2.12932;0.774323;12.9489;11.25
95615;38.25;0;0;2.252;0;95.25;0.32;0.28;1.02569;1.01214;104.721;2.21575;35.2659;18.25;0;0;61.7148;61.7148;968;96;107.24;2.56878;1.21378;12.9489;4.5
95775;38.25;0;0;2.328;0;95.25;0.3;0.28;1.02981;1.01653;96.245;2.19744;35.2979;17;0;0;61.7148;61.7148;981;96;107.24;2.98077;1.65324;12.9489;4.125
95933;39;0;0;2.288;0;95.25;0.28;0.26;1.02981;1.01955;96.4569;2.17302;35.3086;17;0;0;61.7148;61.7148;979;96;107.24;2.98077;1.95537;12.9489;4.125
96107;39;0;0;2.244;0;95.25;0.28;0.26;1.02981;1.01955;96.0119;2.16387;35.3132;16.75;0;0;61.7148;61.7148;969;96;107.24;2.98077;1.95537;13.1528;4.5
96266;39;0;0;2.224;0;95.25;0.26;0.26;1.02981;1.01955;99.699;2.17608;35.3361;17;0;0;61.7148;61.7148;947;96;107.24;2.98077;1.95537;13.1528;6.75
96409;39;0;0;2.236;0;95.25;0.24;0.24;1.02981;1.01955;101.521;2.22186;35.2445;17;0;0;62.8866;62.8866;930;96;107.24;2.98077;1.95537;13.2548;9.375
96553;39;0;0;2.232;0;94.5;0.24;0.24;1.02981;1.01955;101.352;2.27069;35.2918;16.75;0;0;62.8866;62.8866;918;96;107.24;2.98077;1.95537;13.3568;10.5
96712;39;0;0;2.26;0;94.5;0.24;0.24;1.02981;1.01955;102.348;2.68271;35.6763;16.75;0;0;62.8866;62.8866;909;96;107.24;2.98077;1.95537;13.5607;10.5
96871;39;0;0;2.3;0;94.5;0.22;0.24;1.02981;1.01955;105.145;2.85972;35.745;17;0;0;62.8866;62.8866;898;96;107.24;2.98077;1.95537;13.7646;11.25
97031;39;0;0;2.324;0;94.5;0.22;0.22;1.02981;1.01955;104.679;3.03064;35.8289;17;0;0;62.8866;62.8866;902;96;107.24;2.98077;1.95537;13.7646;10.875
97190;39;0;0;2.312;0;94.5;0.22;0.22;1.02981;1.01955;103.089;2.85057;35.6642;17;0;0;62.8866;62.8866;916;96;107.24;2.98077;1.95537;13.7646;10.5
97349;39;0;0;2.272;0;94.5;0.2;0.2;1.01019;1.01955;101.415;2.90245;35.6367;17;0;0;62.8866;62.8866;931;96;107.24;1.01847;1.95537;13.8666;9.375
97508;39;0;0;2.236;0;93.75;0.2;0.2;1.00579;0.998832;99.9109;2.93602;35.6672;17;0;0;64.0584;64.0584;945;96;107.24;0.579007;-0.116803;13.7646;7.5
97666;39;0;0;2.2;0;93.75;0.18;0.2;1.00139;0.994437;98.1309;2.95128;35.6626;16.75;0;0;64.0584;64.0584;948;96;107.24;0.139548;-0.556262;13.7646;7.125
97826;39;0;0;2.18;0;93.75;0.2;0.2;0.997001;0.990043;98.9785;2.9696;35.6336;17;0;0;64.0584;64.0584;954;96;107.24;-0.299911;-0.995722;13.7646;6
97986;39.75;0;0;2.148;0;93.75;0.18;0.2;0.992606;0.985648;98.5547;2.97875;35.6489;17;0;0;64.0584;64.0584;958;96;107.24;-0.73937;-1.43518;13.7646;5.625
98145;39.75;0;0;2.136;0;93.75;0.18;0.2;0.988212;0.981254;97.135;2.97875;35.6489;17;0;0;64.0584;64.0584;972;96;107.24;-1.17883;-1.87464;13.8666;4.125
98303;39.75;0;0;2.1;0;93.75;0.18;0.2;0.983817;0.976859;95.8636;2.96044;35.7023;17;0;0;64.0584;64.0584;985;96;107.24;-1.61829;-2.3141;13.8666;3.75
98462;39.75;0;0;2.068;0;93.75;0.18;0.18;0.979423;0.992438;96.0543;2.94213;36.36;17;0;0;65.2302;65.2302;983;96;107.24;-2.05775;-0.756155;13.8666;2.25
98635;39.75;0;0;2.056;0;93.75;0.18;0.18;0.975028;0.996833;97.5588;2.93297;36.8132;17.25;0;0;65.2302;65.2302;982;96;107.24;-2.49721;-0.316696;13.7646;1.5
98793;39.75;0;0;2.116;0;93.75;0.16;0.16;0.995002;1.00123;101.437;2.93908;37.5961;17.75;0;0;65.2302;65.2302;972;96;107.24;-0.499804;0.122763;13.7646;2.625
98936;39.75;0;0;2.156;0;93.75;0.16;0.16;0.999397;1.00562;102.856;2.96044;38.2248;18;0;0;65.2302;65.2302;972;96;107.24;-0.0603448;0.562222;13.7646;3
99111;39.75;0;0;2.22;0;93;0.16;0.14;1.00379;1.01002;106.925;2.99401;38.916;18.75;0;0;65.2302;65.2302;974;96;107.24;0.379114;1.00168;13.8666;2.625
99268;39.75;0;0;2.268;0;93;0.16;0.14;1.00819;1.01441;105.95;3.02758;39.1419;18.75;0;0;65.2302;65.2302;983;96;107.24;0.818574;1.44114;13.8666;1.5
99427;39.75;0;0;2.304;0;93;0.14;0.14;1.01258;1.01881;104.446;3.04284;39.0686;18.75;0;0;66.402;66.402;997;96;107.24;1.25803;1.8806;13.8666;-1.125
99586;39.75;0;0;2.312;0;92.25;0.14;0.14;1.01698;1.0232;104.043;3.04284;39.1892;18.75;0;0;66.402;66.402;1001;95.25;107.24;1.69749;2.32006;13.8666;-1.5
99745;39.75;0;0;2.32;0;92.25;0.14;0.14;1.02137;1.0276;104.594;3.03369;39.0549;19;0;0;66.402;66.402;1009;95.25;107.24;2.13695;2.75952;13.8666;-2.25
99905;39.75;0;0;2.332;0;92.25;0.14;0.14;1.02576;1.03199;105.865;3.02453;39.1282;19.25;0;0;66.402;66.402;1010;95.25;107.24;2.57641;3.19898;13.8666;-2.25
100063;39.75;0;0;2.332;0;92.25;0.14;0.14;1.03071;1.03693;102.199;3.00622;38.9695;18.75;0;0;66.402;66.402;1019;95.25;107.24;3.0708;3.69337;13.8666;-3
100223;39.75;0;0;2.336;0;92.25;0.12;0.14;1.03584;1.04206;102.496;2.99096;38.9222;18.75;0;0;66.402;66.402;1016;95.25;107.24;3.5835;4.20607;13.8666;-3
100382;40.5;0;0;2.332;0;92.25;0.12;0.12;1.04096;1.04302;102.305;2.97265;38.8901;18.75;0;0;67.5738;67.5738;1018;95.25;107.24;4.09621;4.3022;13.7646;-3
100541;40.5;0;0;2.332;0;91.5;0.12;0.12;1.04096;1.04302;104.933;2.95128;38.8977;19.25;0;0;67.5738;67.5738;1019;95.25;107.24;4.09621;4.3022;13.7646;-3
100701;40.5;0;0;2.328;0;91.5;0.12;0.1;1.04096;1.04302;102.199;2.93297;38.8611;18.75;0;0;67.5738;67.5738;1019;95.25;107.24;4.09621;4.3022;13.8666;-3
100860;40.5;0;0;2.32;0;91.5;0.12;0.1;1.04096;1.04302;102.009;2.91161;38.8184;18.75;0;0;67.5738;67.5738;1021;95.25;107.24;4.09621;4.3022;13.8666;-3
101034;40.5;0;0;2.32;0;90.75;0.12;0.1;1.04096;1.04302;101.797;2.8933;38.8321;18.75;0;0;67.5738;67.5738;1023;95.25;107.24;4.09621;4.3022;13.8666;-3.375
101177;40.5;0;0;2.324;0;90.75;0.12;0.1;1.04096;1.04302;103.661;2.87498;38.7924;19;0;0;67.5738;67.5738;1018;95.25;107.24;4.09621;4.3022;13.8666;-3
101351;40.5;0;0;2.336;0;90.75;0.12;0.1;1.04096;1.04302;103.555;2.85972;38.7543;19;0;0;67.5738;67.5738;1019;95.25;107.24;4.09621;4.3022;13.8666;-3
101509;40.5;0;0;2.336;0;90;0.1;0.1;1.04096;1.04302;104.106;2.83531;38.765;19.25;0;0;68.7456;68.7456;1027;95.25;107.24;4.09621;4.3022;13.8666;-3.75
101668;40.5;0;0;2.328;0;90;0.1;0.1;1.04096;1.0199;102.199;2.81394;38.649;18.75;0;0;68.7456;68.7456;1019;95.25;107.24;4.09621;1.99047;13.8666;-3
101827;40.5;4.88587;0;2.508;0;90;0.1;0.1;1.01852;1.01478;102.305;2.79868;51.9221;18.75;0;0;68.7456;68.7456;1018;95.25;107.24;1.85161;1.47776;13.8666;-3
101985;40.5;39.1963;0;9.992;0;90;0.1;0.1;1.01247;1.00873;1252.82;2.3592;95.0057;251.25;0;0;68.7456;68.7456;1114;94.5;107.24;1.24735;0.873506;13.8666;0.75
102144;40.5;0;0;6.964;0;90;0.26;0.16;1.00243;0.998695;126.165;1.91971;47.7104;43;0;0;68.7456;68.7456;1893;94.5;107.24;0.243309;-0.130536;13.8666;4.125
102302;40.5;7.10672;0;4.548;0;90;0.26;0.24;0.993537;0.989799;64.2693;1.49548;52.0412;28;0;0;68.7456;68.7456;2420;94.5;107.24;-0.64629;-1.02014;13.8666;11.625
102462;40.5;22.6631;0;2.972;0;89.25;0.32;0.46;0.974448;0.97071;113.049;1.49548;90.7314;54;0;0;69.9174;69.9174;2653;94.5;107.24;-2.55519;-2.92904;13.8666;28.125
102622;40.5;30.2383;0;4.856;0;89.25;0.36;0.52;0.955542;0.951804;275.936;1.49548;95.0057;130;0;0;69.9174;69.9174;2617;94.5;107.24;-4.44578;-4.81963;13.8666;25.125
102780;40.5;39.6023;0;7.264;0;89.25;0.34;0.44;0.981833;0.978095;482.157;1.49548;95.0057;183.5;0;0;69.9174;69.9174;2114;94.5;107.24;-1.81666;-2.1905;13.7646;18.375
102939;39.75;62.3834;0;11.152;0;89.25;0.3;0.38;1.01746;1.01691;553.949;1.49548;95.0057;181.5;0;0;69.9174;69.9174;1820;94.5;107.24;1.74632;1.69139;13.5607;8.25
103098;39.75;70.4444;0;13.384;0;89.25;0.32;0.36;1.01888;1.01833;497.753;1.49548;95.0057;188;0;0;69.9174;69.9174;2098;93.75;107.24;1.88823;1.8333;13.5607;19.5
103256;39.75;70.8955;0;14.484;0;89.25;0.44;0.42;1.01888;1.01833;537.124;1.49548;95.0057;226.75;0;0;69.9174;69.9174;2345;93.75;107.24;1.88823;1.8333;13.8666;15.375
103416;39.75;70.8989;0;14.636;0;89.25;0.54;0.44;1.01888;1.01833;545.876;1.49548;95.0057;256;0;0;67.9644;67.9644;2605;93.75;107.24;1.88823;1.8333;13.8666;15.75
103590;39.75;71.3431;0;14.256;0;88.5;0.64;0.64;1.01888;1.01833;549.626;1.49548;95.0057;282;0;0;67.9644;67.9644;2850;93.75;107.24;1.88823;1.8333;13.8666;16.5
103748;39.75;71.3431;0;14.228;0;88.5;0.8;0.9;1.01888;1.01833;557.763;1.49548;95.0057;305.75;0;0;67.9644;67.9644;3045;93.75;107.24;1.88823;1.8333;13.8666;16.5
103907;38.25;71.3431;0;14.384;0;88.5;0.82;1.4;1.01888;1.01833;563.039;1.49548;95.0057;334.5;0;0;67.9644;67.9644;3300;93.75;107.24;1.88823;1.8333;13.8666;17.25
104066;38.25;71.3431;0;14.58;0;88.5;0.98;1.34;1.01888;1.01833;565.01;1.49548;95.0057;364.25;0;0;67.9644;67.9644;3581;93;107.24;1.88823;1.8333;13.8666;18
104226;38.25;71.3431;0;14.512;0;88.5;0.88;0.96;1.01888;1.01833;560.264;1.49548;95.0057;402.75;0;0;67.9644;67.9644;3993;93;107.24;1.88823;1.8333;13.8666;19.875
104385;37.5;71.3448;0;14.324;0;88.5;0.74;0.88;1.01888;1.01833;561.365;1.49548;95.0057;437.5;0;0;66.0114;66.0114;4329;93;107.24;1.88823;1.8333;13.8666;20.625
104543;37.5;71.7925;0;14.568;0;88.5;0.74;0.78;1.01888;1.01833;568.549;1.49548;95.0057;489.25;0;0;66.0114;66.0114;4780;93;107.24;1.88823;1.8333;13.8666;20.25
104702;37.5;71.7925;0;14.704;0;88.5;0.84;0.84;1.01888;1.01833;565.328;1.49548;95.0057;516;0;0;66.0114;66.0114;5070;93;107.24;1.88823;1.8333;13.7646;21
104861;35.25;71.7942;0;14.268;0;88.5;1.04;0.84;1.01888;1.01833;547.74;1.49548;95.0057;535.25;0;0;66.0114;66.0114;5428;93;107.24;1.88823;1.8333;13.7646;21.75
105020;35.25;71.7942;0;14.028;0;88.5;1.08;0.94;1.01888;1.01833;527.97;1.49548;95.0057;546.25;0;0;66.0114;66.0114;5747;93;107.24;1.88823;1.8333;13.8666;22.125
105194;35.25;71.7942;0;13.54;0;88.5;1.06;0.84;1.01888;1.01833;534.115;1.49548;95.0057;579.25;0;0;66.0114;66.0114;6024;93;107.24;1.88823;1.8333;13.8666;23.625
105352;35.25;71.7942;0;12.924;0;88.5;1.08;0.98;1.01888;1.01833;494.914;1.49548;95.0057;566.75;0;0;66.0114;66.0114;6361;93;107.24;1.88823;1.8333;13.8666;24.75
105495;33.75;72.2384;0;12.636;0;88.5;1.18;1.2;1.01888;1.01833;499.809;1.49548;95.0057;593.5;0;0;64.0584;64.0584;6596;93;107.24;1.88823;1.8333;13.8666;24.75
105670;33.75;0.043376;0;4.516;0;88.5;1.12;1.28;1.01696;1.01539;200.267;1.49548;95.0057;241;0;0;64.0584;64.0584;6684;93;107.24;1.69597;1.5388;13.8666;22.875
105829;33.75;0;0;0.948;0;88.5;0.88;0.98;1.01696;1.01539;70.372;1.49548;95.0057;80.5;0;0;64.0584;64.0584;6353;93;107.24;1.69597;1.5388;13.8666;-5.25
105988;31.5;69.9325;0;6.968;0;88.5;0.66;0.82;1.04388;1.04395;377.14;1.49548;95.0057;414.5;0;0;64.0584;64.0584;6105;93;107.24;4.38765;4.39528;13.7646;29.625
106147;31.5;72.2401;0;13.368;0;88.5;0.74;0.84;1.04388;1.04395;540.832;1.49548;95.0057;537.25;0;0;64.0584;64.0584;5518;93;107.24;4.38765;4.39528;13.8666;22.125
106306;31.5;72.2332;0;14.844;0;88.5;0.9;0.86;1.04388;1.04395;582.577;1.49548;95.0057;526.5;0;0;64.0584;64.0584;5020;93;107.24;4.38765;4.39528;13.8666;21.375
106464;30.75;72.2384;0;15.472;0;89.25;0.9;0.98;1.04388;1.04395;593.468;1.49548;95.0057;506.75;0;0;62.1054;62.1054;4743;93.75;107.24;4.38765;4.39528;13.8666;19.875
106623;30.75;72.686;0;15.516;0;89.25;0.82;1.02;1.04388;1.04395;576.05;1.49548;95.0057;498.5;0;0;62.1054;62.1054;4807;93.75;107.24;4.38765;4.39528;13.8666;19.875
106781;30.75;72.6843;0;15.324;0;89.25;0.86;1.12;1.04388;1.04395;582.259;1.49548;95.0057;511.75;0;0;62.1054;62.1054;4882;93.75;107.24;4.38765;4.39528;13.8666;20.625
106940;29.25;72.6826;0;14.996;0;89.25;0.92;1.2;1.04388;1.04395;579.589;1.49548;95.0057;537.25;0;0;62.1054;62.1054;5149;93.75;107.24;4.38765;4.39528;13.8666;21.75
107098;29.25;0.00347008;0;3.98;0;89.25;0.96;1;1.03245;1.03349;118.579;1.49548;91.7447;106;0;0;62.1054;62.1054;4965;93.75;107.24;3.24476;3.34852;13.8666;21.75
107256;29.25;0;0;1.396;0;89.25;0.84;0.92;1.02164;1.02268;70.3932;1.49548;77.9252;63.25;0;0;62.1054;62.1054;4990;93.75;107.24;2.16442;2.26818;13.8666;16.125
107429;28.5;0;0;1.304;0;89.25;0.78;0.66;1.01414;1.01517;70.7958;1.49548;77.9176;64.5;0;0;60.1524;60.1524;5060;93.75;107.24;1.41367;1.51744;13.6626;11.25
107588;28.5;0;0;1.312;0;90;0.78;0.62;1.01537;1.00873;71.2408;1.49548;77.1683;63.5;0;0;60.1524;60.1524;4950;93.75;107.24;1.53727;0.873506;13.6626;5.625
107745;28.5;0;0;1.168;0;90;0.7;0.58;1.01815;1.00596;71.2196;1.49548;76.6418;62;0;0;60.1524;60.1524;4835;93.75;107.24;1.81499;0.595792;13.6626;4.5
107903;28.5;0;0;1.328;0;90;0.64;0.58;1.01815;1.00596;71.707;1.49548;75.9658;61;0;0;60.1524;60.1524;4725;93.75;107.24;1.81499;0.595792;13.7646;4.5
108063;28.5;0;0;1.364;0;90;0.66;0.64;1.01815;1.00596;74.5676;1.49548;75.1326;61.25;0;0;60.1524;60.1524;4562;93.75;107.24;1.81499;0.595792;13.8666;3.75
108221;28.5;0;0;1.396;0;90;0.66;0.72;1.01815;1.00596;75.9661;1.49548;74.6336;61;0;0;60.1524;60.1524;4460;93.75;107.24;1.81499;0.595792;13.8666;3.75
108379;29.25;0;0;1.412;0;90;0.72;0.86;1.01815;1.00596;75.7119;1.49548;72.5521;58.5;0;0;62.1054;62.1054;4291;93.75;107.24;1.81499;0.595792;13.8666;3.375
108537;29.25;0;0;1.416;0;90;0.88;0.82;1.01815;1.00596;76.8138;1.49548;71.3619;58;0;0;62.1054;62.1054;4194;93.75;107.24;1.81499;0.595792;13.8666;3
108696;29.25;0;0;1.432;0;90;1.02;0.82;1.01815;1.00596;78.2547;1.49548;69.3781;57;0;0;62.1054;62.1054;4045;93.75;107.24;1.81499;0.595792;13.8666;2.625
108854;30;0;0;1.412;0;90;0.9;0.88;1.01815;1.00596;78.1911;1.49548;68.1878;55.25;0;0;62.1054;62.1054;3924;93.75;107.24;1.81499;0.595792;13.8666;2.25
109029;30;0;0;1.424;0;90;0.86;1.04;1.01815;1.00596;78.2759;1.49548;66.2055;53.5;0;0;62.1054;62.1054;3796;93.75;107.24;1.81499;0.595792;13.8666;1.875
109186;30;0;0;1.428;0;90;0.94;1.3;1.01815;1.00596;76.9409;1.49548;65.0137;51.25;0;0;62.1054;62.1054;3700;93.75;107.24;1.81499;0.595792;13.8666;1.875
109345;30;0;0;1.44;0;90;0.94;1.4;1.01815;1.00596;77.0045;1.49548;64.6154;50.75;0;0;62.1054;62.1054;3660;93.75;107.24;1.81499;0.595792;13.8666;1.5
109503;30.75;0;0;1.416;0;90;0.86;1.44;1.01815;1.00596;78.0428;1.49548;63.8112;50.25;0;0;63.6678;63.6678;3576;93.75;107.24;1.81499;0.595792;13.8666;1.5
109661;30.75;0;0;1.432;0;90;0.92;1.44;1.01815;1.00596;76.9833;1.49548;63.4404;49.25;0;0;63.6678;63.6678;3553;93.75;107.24;1.81499;0.595792;13.8666;1.5
109821;30.75;3.99753;0;1.712;0;90;1.04;1.58;1.0225;1.02892;76.5807;1.49548;63.358;48;0;0;63.6678;63.6678;3481;93.75;107.24;2.24987;2.89227;13.8666;12.375
109980;31.5;5.77421;0;1.628;0;90.75;1.04;1.46;1.03687;1.0433;78.4878;1.49548;64.5757;49;0;0;63.6678;63.6678;3467;93.75;107.24;3.68727;4.32967;13.8666;24
110139;31.5;5.77421;0;1.668;0;90.75;1.06;1.28;1.05079;1.05721;79.9711;1.49548;64.0249;49;0;0;63.6678;63.6678;3403;93.75;107.24;5.07889;5.72129;13.8666;29.625
110298;31.5;6.21838;0;1.7;0;90.75;1.04;1.18;1.03095;1.03738;79.6532;1.49548;64.4781;49;0;0;63.6678;63.6678;3417;93.75;107.24;3.09522;3.73762;13.8666;30
110471;32.25;9.77174;0;1.832;0;90.75;1.02;1.12;1.04487;1.05129;82.1748;1.49548;72.4133;49.5;0;0;63.6678;63.6678;3346;93.75;107.24;4.48684;5.12924;13.9685;29.625
110615;32.25;11.9961;0;2.2;0;90.75;0.96;1.04;1.04591;1.0494;114.066;1.49548;81.8546;68.75;0;0;63.6678;63.6678;3348;93.75;107.24;4.5906;4.94003;13.8666;30
110774;32.25;12.4402;0;2.56;0;90.75;0.96;0.96;1.06303;1.0494;122.838;1.49548;83.5424;73.75;0;0;63.6678;63.6678;3335;93.75;107.24;6.30266;4.94003;13.8666;30.375
110947;33;12.442;0;2.872;0;90.75;0.9;0.92;1.06522;1.0494;127.988;1.49548;84.4717;76.25;0;0;63.6678;63.6678;3309;93.75;107.24;6.52239;4.94003;13.8666;30.375
111106;33;12.8879;0;2.992;0;90.75;0.86;0.9;1.06522;1.0494;132.925;1.49548;85.4529;79.5;0;0;63.6678;63.6678;3322;93.75;107.24;6.52239;4.94003;13.8666;30.375
111263;33;12.8879;0;3.084;0;90.75;0.78;0.86;1.06522;1.0494;135.828;1.49548;86.2617;80.75;0;0;63.6678;63.6678;3302;93.75;107.24;6.52239;4.94003;13.9685;30.375
111420;33.75;12.8896;0;3.168;0;90.75;0.74;0.84;1.06522;1.0494;140.553;1.49548;87.1682;83.5;0;0;64.8396;64.8396;3300;93.75;107.24;6.52239;4.94003;13.8666;30.375
111578;33.75;9.77348;0;3.136;0;90.75;0.74;0.84;1.06522;1.0494;126.504;1.49548;77.7787;75.25;0;0;64.8396;64.8396;3304;93.75;107.24;6.52239;4.94003;13.8666;30.375
111737;33.75;9.32757;0;2.764;0;90.75;0.7;0.84;1.06522;1.01789;101.754;1.49548;72.4697;60.25;0;0;64.8396;64.8396;3289;93.75;107.24;6.52239;1.78905;13.8666;30.375
111895;34.5;5.33004;0;2.348;0;90.75;0.7;0.86;1.03468;1.00036;93.0877;1.49548;64.1042;55;0;0;64.8396;64.8396;3282;93.75;107.24;3.46754;0.0357869;13.8666;30
112054;34.5;2.66502;0;2.036;0;90.75;0.7;0.9;1.01852;0.984199;81.1789;1.49548;60.9027;47.75;0;0;64.8396;64.8396;3267;93.75;107.24;1.85161;-1.58014;13.8666;30
112229;34.5;2.66502;0;1.744;0;90.75;0.72;0.88;1.00396;0.969642;78.6149;1.49548;60.2633;46;0;0;64.8396;64.8396;3250;93.75;107.24;0.395899;-3.03585;13.8666;29.625
112387;34.5;2.66502;0;1.652;0;90.75;0.74;0.88;0.990546;0.956229;79.0599;1.49548;59.8497;46;0;0;66.0114;66.0114;3232;93.75;107.24;-0.945367;-4.37712;13.8666;29.25
112546;34.5;0;0;1.576;0;90.75;0.72;0.86;0.977363;0.943045;77.4494;1.49548;59.1478;45;0;0;66.0114;66.0114;3227;93.75;107.24;-2.26374;-5.69549;13.8666;28.125
112704;34.5;0;0;1.54;0;90.75;0.74;0.88;0.964179;0.957633;76.0297;1.49548;58.6015;43.5;0;0;66.0114;66.0114;3178;93.75;107.24;-3.58212;-4.23673;13.8666;22.125
112862;35.25;0;0;1.556;0;90.75;0.72;0.84;0.98696;0.970771;74.9702;1.49548;58.5419;43;0;0;66.0114;66.0114;3186;93.75;107.24;-1.30395;-2.92293;13.8666;16.125
113021;35.25;0;0;1.564;0;90.75;0.68;0.78;0.999412;0.983222;75.9661;1.49548;58.1162;43;0;0;66.0114;66.0114;3144;93.75;107.24;-0.0588189;-1.6778;13.8666;10.125
113180;35.25;0;0;1.584;0;90.75;0.64;0.76;1.01186;0.995673;75.0762;1.49548;57.7087;42;0;0;66.0114;66.0114;3107;93.75;107.24;1.18631;-0.432664;13.8666;4.125
113338;35.25;0;0;1.372;0;90.75;0.66;0.76;1.02225;1.00607;74.4405;1.49548;56.8801;41;0;0;66.0114;66.0114;3059;93.75;107.24;2.22545;0.606474;13.8666;-0.375
113496;35.25;0;0;1.356;0;90.75;0.68;0.74;1.02225;1.00607;73.7412;1.49548;56.4803;40;0;0;67.5738;67.5738;3013;93.75;107.24;2.22545;0.606474;13.8666;-0.75
113655;35.25;0;0;1.356;0;90.75;0.72;0.74;1.02225;1.00607;74.5252;1.49548;55.6105;39.75;0;0;67.5738;67.5738;2962;93.75;107.24;2.22545;0.606474;13.8666;-0.75
113814;35.25;0;0;1.356;0;90.75;0.74;0.74;1.02225;1.00607;74.6736;1.49548;54.7392;39;0;0;67.5738;67.5738;2901;93.75;107.24;2.22545;0.606474;13.8666;-1.125
113974;36;0;0;1.348;0;90.75;0.72;0.72;1.02225;1.00607;73.1903;1.49548;54.3256;37.75;0;0;67.5738;67.5738;2865;93.75;108.832;2.22545;0.606474;13.8666;-1.125
